"xtmp","power_x","power_x_l","power_x_u","power_x_cl","power_x_cu","precision_x","precision_x_l","precision_x_u","precision_x_cl","precision_x_cu","no_clusters_x","no_clusters_l","no_clusters_u","no_clusters_cl","no_clusters_cu"
783,0.903952274110242,0.903952274110242,0.903952274110242,0.900207513924773,0.907659674902386,502910.163847168,502910.163847168,502910.163847168,496781.837738238,509191.577134757,6,6,6,6,6
784,0.904331447516491,0.904331447516491,0.904331447516491,0.900590375536616,0.908034902834922,503542.53358644,503542.53358644,503542.53358644,497398.880154258,509839.852467625,6,6,6,6,6
785,0.904709266563241,0.904709266563241,0.904709266563241,0.900971899225876,0.908408760060052,504174.878419459,504174.878419459,504174.878419459,498015.879360024,510488.122630007,6,6,6,6,6
786,0.905085735258105,0.905085735258105,0.905085735258105,0.90135208889752,0.908781250692934,504807.198347698,504807.198347698,504807.198347698,498632.835360076,511136.387621968,6,6,6,6,6
787,0.905460857601885,0.905460857601885,0.905460857601885,0.901730948449845,0.909152378841761,505439.493372627,505439.493372627,505439.493372627,499249.748158952,511784.647443567,6,6,6,6,6
788,0.905834637588549,0.905834637588549,0.905834637588549,0.902108481774458,0.909522148607733,506071.763495719,506071.763495719,506071.763495719,499866.617761188,512432.902094868,6,6,6,6,6
789,0.906207079205207,0.906207079205207,0.906207079205207,0.902484692756253,0.909890564085035,506704.008718443,506704.008718443,506704.008718443,500483.444171323,513081.151575932,6,6,6,6,6
790,0.906578186432088,0.906578186432088,0.906578186432088,0.902859585273388,0.910257629360811,507336.229042271,507336.229042271,507336.229042271,501100.227393891,513729.395886821,6,6,6,6,6
791,0.906947963242522,0.906947963242522,0.906947963242522,0.903233163197271,0.910623348515142,507968.424468673,507968.424468673,507968.424468673,501716.96743343,514377.635027596,6,6,6,6,6
792,0.90731641360291,0.90731641360291,0.90731641360291,0.903605430392532,0.910987725621018,508600.594999121,508600.594999121,508600.594999121,502333.664294472,515025.86899832,6,6,6,6,6
793,0.907683541472709,0.907683541472709,0.907683541472709,0.903976390717011,0.911350764744318,509232.740635085,509232.740635085,509232.740635085,502950.317981554,515674.097799055,6,6,6,6,6
794,0.90804935080441,0.90804935080441,0.90804935080441,0.904346048021728,0.911712469943785,509864.861378035,509864.861378035,509864.861378035,503566.928499208,516322.321429862,6,6,6,6,6
795,0.908413845543511,0.908413845543511,0.908413845543511,0.904714406150876,0.912072845271001,510496.957229441,510496.957229441,510496.957229441,504183.495851968,516970.539890803,6,6,6,6,6
796,0.908777029628503,0.908777029628503,0.908777029628503,0.90508146894179,0.912431894770371,511129.028190775,511129.028190775,511129.028190775,504800.020044366,517618.75318194,6,6,6,6,6
797,0.909138906990846,0.909138906990846,0.909138906990846,0.905447240224938,0.912789622479093,511761.074263505,511761.074263505,511761.074263505,505416.501080933,518266.961303334,6,6,6,6,6
798,0.90949948155495,0.90949948155495,0.90949948155495,0.905811723823894,0.91314603242714,512393.095449103,512393.095449103,512393.095449103,506032.938966201,518915.164255049,6,6,6,6,6
799,0.909858757238154,0.909858757238154,0.909858757238154,0.906174923555326,0.913501128637238,513025.091749037,513025.091749037,513025.091749037,506649.3337047,519563.362037145,6,6,6,6,6
800,0.910216737950708,0.910216737950708,0.910216737950708,0.906536843228976,0.913854915124844,513657.063164778,513657.063164778,513657.063164778,507265.68530096,520211.554649684,6,6,6,6,6
801,0.91057342759575,0.91057342759575,0.91057342759575,0.906897486647641,0.914207395898126,514289.009697796,514289.009697796,514289.009697796,507881.993759511,520859.742092729,6,6,6,6,6
802,0.910928830069293,0.910928830069293,0.910928830069293,0.907256857607158,0.914558574957942,514920.931349559,514920.931349559,514920.931349559,508498.259084881,521507.92436634,6,6,6,6,6
803,0.911282949260202,0.911282949260202,0.911282949260202,0.907614959896385,0.914908456297816,515552.828121538,515552.828121538,515552.828121538,509114.481281597,522156.101470581,6,6,6,6,6
804,0.911635789050175,0.911635789050175,0.911635789050175,0.907971797297184,0.915257043903926,516184.700015201,516184.700015201,516184.700015201,509730.660354188,522804.273405512,6,6,6,6,6
805,0.911987353313729,0.911987353313729,0.911987353313729,0.908327373584406,0.915604341755074,516816.547032018,516816.547032018,516816.547032018,510346.796307179,523452.440171196,6,6,6,6,6
806,0.912337645918177,0.912337645918177,0.912337645918177,0.908681692525875,0.915950353822677,517448.369173458,517448.369173458,517448.369173458,510962.889145097,524100.601767694,6,6,6,6,6
807,0.912686670723614,0.912686670723614,0.912686670723614,0.909034757882369,0.916295084070738,518080.166440989,518080.166440989,518080.166440989,511578.938872467,524748.758195069,6,6,6,6,6
808,0.913034431582901,0.913034431582901,0.913034431582901,0.909386573407608,0.916638536455836,518711.938836082,518711.938836082,518711.938836082,512194.945493814,525396.909453381,6,6,6,6,6
809,0.913380932341643,0.913380932341643,0.913380932341643,0.909737142848235,0.9169807149271,519343.686360203,519343.686360203,519343.686360203,512810.909013663,526045.055542694,6,6,6,6,6
810,0.913726176838177,0.913726176838177,0.913726176838177,0.910086469943804,0.917321623426195,519975.409014823,519975.409014823,519975.409014823,513426.829436536,526693.196463068,6,6,6,6,6
811,0.914070168903552,0.914070168903552,0.914070168903552,0.910434558426763,0.917661265887304,520607.10680141,520607.10680141,520607.10680141,514042.706766957,527341.332214566,6,6,6,6,6
812,0.914412912361517,0.914412912361517,0.914412912361517,0.91078141202244,0.91799964623711,521238.779721431,521238.779721431,521238.779721431,514658.541009447,527989.462797249,6,6,6,6,6
813,0.914754411028501,0.914754411028501,0.914754411028501,0.911127034449029,0.918336768394774,521870.427776355,521870.427776355,521870.427776355,515274.332168529,528637.58821118,6,6,6,6,6
814,0.915094668713599,0.915094668713599,0.915094668713599,0.911471429417575,0.918672636271926,522502.050967651,522502.050967651,522502.050967651,515890.080248724,529285.708456419,6,6,6,6,6
815,0.91543368921856,0.91543368921856,0.91543368921856,0.911814600631961,0.919007253772644,523133.649296786,523133.649296786,523133.649296786,516505.785254551,529933.823533029,6,6,6,6,6
816,0.915771476337765,0.915771476337765,0.915771476337765,0.912156551788892,0.919340624793435,523765.222765228,523765.222765228,523765.222765228,517121.44719053,530581.933441073,6,6,6,6,6
817,0.91610803385822,0.91610803385822,0.91610803385822,0.912497286577887,0.919672753223223,524396.771374446,524396.771374446,524396.771374446,517737.066061181,531230.03818061,6,6,6,6,6
818,0.916443365559534,0.916443365559534,0.916443365559534,0.91283680868126,0.920003642943333,525028.295125906,525028.295125906,525028.295125906,518352.641871022,531878.137751704,6,6,6,6,6
819,0.916777475213911,0.916777475213911,0.916777475213911,0.913175121774109,0.920333297827471,525659.794021076,525659.794021076,525659.794021076,518968.174624571,532526.232154417,6,6,6,6,6
820,0.917110366586134,0.917110366586134,0.917110366586134,0.913512229524307,0.920661721741713,526291.268061424,526291.268061424,526291.268061424,519583.664326345,533174.321388809,6,6,6,6,6
821,0.917442043433548,0.917442043433548,0.917442043433548,0.913848135592483,0.920988918544489,526922.717248418,526922.717248418,526922.717248418,520199.11098086,533822.405454943,6,6,6,6,6
822,0.917772509506053,0.917772509506053,0.917772509506053,0.914182843632017,0.921314892086567,527554.141583524,527554.141583524,527554.141583524,520814.514592632,534470.484352881,6,6,6,6,6
823,0.918101768546085,0.918101768546085,0.918101768546085,0.91451635728902,0.921639646211039,528185.541068209,528185.541068209,528185.541068209,521429.875166178,535118.558082685,6,6,6,6,6
824,0.918429824288607,0.918429824288607,0.918429824288607,0.914848680202332,0.921963184753307,528816.91570394,528816.91570394,528816.91570394,522045.192706011,535766.626644415,6,6,6,6,6
825,0.918756680461093,0.918756680461093,0.918756680461093,0.915179816003503,0.92228551154107,529448.265492186,529448.265492186,529448.265492186,522660.467216645,536414.690038136,6,6,6,6,6
826,0.919082340783517,0.919082340783517,0.919082340783517,0.915509768316784,0.922606630394306,530079.590434411,530079.590434411,530079.590434411,523275.698702594,537062.748263906,6,6,6,6,6
827,0.919406808968345,0.919406808968345,0.919406808968345,0.915838540759119,0.922926545125266,530710.890532083,530710.890532083,530710.890532083,523890.88716837,537710.80132179,6,6,6,6,6
828,0.919730088720516,0.919730088720516,0.919730088720516,0.916166136940127,0.923245259538453,531342.165786668,531342.165786668,531342.165786668,524506.032618487,538358.849211848,6,6,6,6,6
829,0.920052183737433,0.920052183737433,0.920052183737433,0.916492560462103,0.923562777430615,531973.416199633,531973.416199633,531973.416199633,525121.135057454,539006.891934143,6,6,6,6,6
830,0.920373097708956,0.920373097708956,0.920373097708956,0.916817814919995,0.923879102590729,532604.641772444,532604.641772444,532604.641772444,525736.194489783,539654.929488736,6,6,6,6,6
831,0.920692834317384,0.920692834317384,0.920692834317384,0.917141903901405,0.924194238799988,533235.842506567,533235.842506567,533235.842506567,526351.210919985,540302.961875688,6,6,6,6,6
832,0.921011397237448,0.921011397237448,0.921011397237448,0.917464830986571,0.924508189831794,533867.018403469,533867.018403469,533867.018403469,526966.184352569,540950.989095063,6,6,6,6,6
833,0.9213287901363,0.9213287901363,0.9213287901363,0.917786599748363,0.924820959451739,534498.169464615,534498.169464615,534498.169464615,527581.114792044,541599.011146922,6,6,6,6,6
834,0.921645016673502,0.921645016673502,0.921645016673502,0.918107213752272,0.9251325514176,535129.29569147,535129.29569147,535129.29569147,528196.002242918,542247.028031326,6,6,6,6,6
835,0.921960080501016,0.921960080501016,0.921960080501016,0.918426676556399,0.925442969479322,535760.397085502,535760.397085502,535760.397085502,528810.846709699,542895.039748336,6,6,6,6,6
836,0.922273985263194,0.922273985263194,0.922273985263194,0.918744991711448,0.925752217379011,536391.473648175,536391.473648175,536391.473648175,529425.648196894,543543.046298017,6,6,6,6,6
837,0.922586734596769,0.922586734596769,0.922586734596769,0.919062162760718,0.926060298850922,537022.525380955,537022.525380955,537022.525380955,530040.406709009,544191.047680428,6,6,6,6,6
838,0.922898332130843,0.922898332130843,0.922898332130843,0.919378193240094,0.926367217621446,537653.552285307,537653.552285307,537653.552285307,530655.122250551,544839.043895632,6,6,6,6,6
839,0.923208781486881,0.923208781486881,0.923208781486881,0.919693086678038,0.926672977409104,538284.554362697,538284.554362697,538284.554362697,531269.794826024,545487.03494369,6,6,6,6,6
840,0.923518086278701,0.923518086278701,0.923518086278701,0.92000684659558,0.926977581924532,538915.53161459,538915.53161459,538915.53161459,531884.424439933,546135.020824665,6,6,6,6,6
841,0.923826250112463,0.923826250112463,0.923826250112463,0.920319476506315,0.927281034870475,539546.48404245,539546.48404245,539546.48404245,532499.011096783,546783.001538617,6,6,6,6,6
842,0.924133276586664,0.924133276586664,0.924133276586664,0.92063097991639,0.927583339941777,540177.411647743,540177.411647743,540177.411647743,533113.554801076,547430.97708561,6,6,6,6,6
843,0.924439169292127,0.924439169292127,0.924439169292127,0.9209413603245,0.927884500825369,540808.314431933,540808.314431933,540808.314431933,533728.055557315,548078.947465705,6,6,6,6,6
844,0.924743931811994,0.924743931811994,0.924743931811994,0.92125062122188,0.928184521200261,541439.192396485,541439.192396485,541439.192396485,534342.513370001,548726.912678962,6,6,6,6,6
845,0.925047567721719,0.925047567721719,0.925047567721719,0.921558766092297,0.928483404737534,542070.045542865,542070.045542865,542070.045542865,534956.928243638,549374.872725445,6,6,6,6,6
846,0.925350080589056,0.925350080589056,0.925350080589056,0.921865798412045,0.928781155100333,542700.873872535,542700.873872535,542700.873872535,535571.300182724,550022.827605216,6,6,6,6,6
847,0.925651473974059,0.925651473974059,0.925651473974059,0.922171721649937,0.929077775943853,543331.677386961,543331.677386961,543331.677386961,536185.629191762,550670.777318335,6,6,6,6,6
848,0.925951751429066,0.925951751429066,0.925951751429066,0.9224765392673,0.929373270915335,543962.456087607,543962.456087607,543962.456087607,536799.915275249,551318.721864865,6,6,6,6,6
849,0.926250916498701,0.926250916498701,0.926250916498701,0.92278025471797,0.929667643654058,544593.209975937,544593.209975937,544593.209975937,537414.158437685,551966.661244867,6,6,6,6,6
850,0.92654897271986,0.92654897271986,0.92654897271986,0.923082871448281,0.92996089779133,545223.939053414,545223.939053414,545223.939053414,538028.358683568,552614.595458404,6,6,6,6,6
851,0.926845923621707,0.926845923621707,0.926845923621707,0.923384392897066,0.93025303695048,545854.643321503,545854.643321503,545854.643321503,538642.516017396,553262.524505537,6,6,6,6,6
852,0.927141772725669,0.927141772725669,0.927141772725669,0.923684822495646,0.930544064746852,546485.322781668,546485.322781668,546485.322781668,539256.630443666,553910.448386328,6,6,6,6,6
853,0.927436523545428,0.927436523545428,0.927436523545428,0.923984163667829,0.930833984787798,547115.977435372,547115.977435372,547115.977435372,539870.701966874,554558.367100838,6,6,6,6,6
854,0.927730179586916,0.927730179586916,0.927730179586916,0.924282419829902,0.931122800672668,547746.607284079,547746.607284079,547746.607284079,540484.730591516,555206.28064913,6,6,6,6,6
855,0.928022744348308,0.928022744348308,0.928022744348308,0.924579594390627,0.931410515992809,548377.212329252,548377.212329252,548377.212329252,541098.716322087,555854.189031265,6,6,6,6,6
856,0.928314221320018,0.928314221320018,0.928314221320018,0.924875690751236,0.931697134331554,549007.792572354,549007.792572354,549007.792572354,541712.659163082,556502.092247305,6,6,6,6,6
857,0.928604613984692,0.928604613984692,0.928604613984692,0.925170712305427,0.931982659264216,549638.348014848,549638.348014848,549638.348014848,542326.559118994,557149.990297312,6,6,6,6,6
858,0.928893925817206,0.928893925817206,0.928893925817206,0.925464662439361,0.932267094358085,550268.878658199,550268.878658199,550268.878658199,542940.416194317,557797.883181347,6,6,6,6,6
859,0.929182160284655,0.929182160284655,0.929182160284655,0.925757544531655,0.932550443172419,550899.384503868,550899.384503868,550899.384503868,543554.230393544,558445.770899473,6,6,6,6,6
860,0.929469320846357,0.929469320846357,0.929469320846357,0.926049361953378,0.93283270925844,551529.865553319,551529.865553319,551529.865553319,544168.001721165,559093.653451752,6,6,6,6,6
861,0.929755410953839,0.929755410953839,0.929755410953839,0.92634011806805,0.933113896159328,552160.321808014,552160.321808014,552160.321808014,544781.730181674,559741.530838244,6,6,6,6,6
862,0.930040434050839,0.930040434050839,0.930040434050839,0.926629816231639,0.933394007410218,552790.753269415,552790.753269415,552790.753269415,545395.41577956,560389.403059012,6,6,6,6,6
863,0.930324393573303,0.930324393573303,0.930324393573303,0.926918459792551,0.933673046538191,553421.159938987,553421.159938987,553421.159938987,546009.058519313,561037.270114117,6,6,6,6,6
864,0.930607292949372,0.930607292949372,0.930607292949372,0.927206052091637,0.933951017062273,554051.54181819,554051.54181819,554051.54181819,546622.658405424,561685.132003622,6,6,6,6,6
865,0.930889135599388,0.930889135599388,0.930889135599388,0.92749259646218,0.934227922493428,554681.898908486,554681.898908486,554681.898908486,547236.215442381,562332.988727588,6,6,6,6,6
866,0.931169924935888,0.931169924935888,0.931169924935888,0.927778096229897,0.934503766334555,555312.23121134,555312.23121134,555312.23121134,547849.729634672,562980.840286076,6,6,6,6,6
867,0.931449664363595,0.931449664363595,0.931449664363595,0.928062554712938,0.934778552080484,555942.538728211,555942.538728211,555942.538728211,548463.200986785,563628.68667915,6,6,6,6,6
868,0.931728357279424,0.931728357279424,0.931728357279424,0.928345975221879,0.93505228321797,556572.821460562,556572.821460562,556572.821460562,549076.629503206,564276.52790687,6,6,6,6,6
869,0.932006007072469,0.932006007072469,0.932006007072469,0.928628361059723,0.935324963225691,557203.079409855,557203.079409855,557203.079409855,549690.015188422,564924.363969297,6,6,6,6,6
870,0.93228261712401,0.93228261712401,0.93228261712401,0.928909715521897,0.935596595574247,557833.312577553,557833.312577553,557833.312577553,550303.35804692,565572.194866495,6,6,6,6,6
871,0.932558190807502,0.932558190807502,0.932558190807502,0.929190041896249,0.935867183726151,558463.520965115,558463.520965115,558463.520965115,550916.658083182,566220.020598525,6,6,6,6,6
872,0.932832731488577,0.932832731488577,0.932832731488577,0.929469343463048,0.936136731135829,559093.704574004,559093.704574004,559093.704574004,551529.915301696,566867.841165448,6,6,6,6,6
873,0.933106242525041,0.933106242525041,0.933106242525041,0.929747623494979,0.936405241249616,559723.863405681,559723.863405681,559723.863405681,552143.129706944,567515.656567327,6,6,6,6,6
874,0.933378727266873,0.933378727266873,0.933378727266873,0.930024885257147,0.936672717505757,560353.997461607,560353.997461607,560353.997461607,552756.30130341,568163.466804223,6,6,6,6,6
875,0.933650189056219,0.933650189056219,0.933650189056219,0.930301132007069,0.936939163334398,560984.106743244,560984.106743244,560984.106743244,553369.430095575,568811.271876197,6,6,6,6,6
876,0.933920631227395,0.933920631227395,0.933920631227395,0.93057636699468,0.937204582157588,561614.191252052,561614.191252052,561614.191252052,553982.516087923,569459.071783312,6,6,6,6,6
877,0.934190057106882,0.934190057106882,0.934190057106882,0.930850593462325,0.937468977389277,562244.250989492,562244.250989492,562244.250989492,554595.559284933,570106.86652563,6,6,6,6,6
878,0.934458470013327,0.934458470013327,0.934458470013327,0.931123814644763,0.937732352435312,562874.285957026,562874.285957026,562874.285957026,555208.559691089,570754.656103211,6,6,6,6,6
879,0.934725873257539,0.934725873257539,0.934725873257539,0.931396033769164,0.937994710693434,563504.296156113,563504.296156113,563504.296156113,555821.517310868,571402.440516119,6,6,6,6,6
880,0.934992270142491,0.934992270142491,0.934992270142491,0.931667254055111,0.93825605555328,564134.281588214,564134.281588214,564134.281588214,556434.43214875,572050.219764414,6,6,6,6,6
881,0.935257663963318,0.935257663963318,0.935257663963318,0.931937478714594,0.93851639039638,564764.242254791,564764.242254791,564764.242254791,557047.304209216,572697.993848158,6,6,6,6,6
882,0.935522058007314,0.935522058007314,0.935522058007314,0.932206710952019,0.938775718596153,565394.178157302,565394.178157302,565394.178157302,557660.133496742,573345.762767414,6,6,6,6,6
883,0.935785455553935,0.935785455553935,0.935785455553935,0.932474953964198,0.939034043517912,566024.089297208,566024.089297208,566024.089297208,558272.920015806,573993.526522242,6,6,6,6,6
884,0.936047859874796,0.936047859874796,0.936047859874796,0.932742210940357,0.939291368518855,566653.97567597,566653.97567597,566653.97567597,558885.663770886,574641.285112706,6,6,6,6,6
885,0.936309274233672,0.936309274233672,0.936309274233672,0.93300848506213,0.939547696948072,567283.837295047,567283.837295047,567283.837295047,559498.364766457,575289.038538866,6,6,6,6,6
886,0.936569701886497,0.936569701886497,0.936569701886497,0.933273779503564,0.939803032146539,567913.674155899,567913.674155899,567913.674155899,560111.023006995,575936.786800784,6,6,6,6,6
887,0.936829146081365,0.936829146081365,0.936829146081365,0.933538097431119,0.94005737744712,568543.486259986,568543.486259986,568543.486259986,560723.638496977,576584.529898523,6,6,6,6,6
888,0.937087610058531,0.937087610058531,0.937087610058531,0.933801442003665,0.940310736174566,569173.273608768,569173.273608768,569173.273608768,561336.211240875,577232.267832142,6,6,6,6,6
889,0.937345097050408,0.937345097050408,0.937345097050408,0.934063816372488,0.940563111645515,569803.036203704,569803.036203704,569803.036203704,561948.741243163,577880.000601706,6,6,6,6,6
890,0.93760161028157,0.93760161028157,0.93760161028157,0.934325223681287,0.940814507168491,570432.774046253,570432.774046253,570432.774046253,562561.228508316,578527.728207274,6,6,6,6,6
891,0.937857152968755,0.937857152968755,0.937857152968755,0.934585667066176,0.941064926043909,571062.487137875,571062.487137875,571062.487137875,563173.673040805,579175.45064891,6,6,6,6,6
892,0.938111728320861,0.938111728320861,0.938111728320861,0.934845149655688,0.941314371564068,571692.175480029,571692.175480029,571692.175480029,563786.074845103,579823.167926675,6,6,6,6,6
893,0.93836533953895,0.93836533953895,0.93836533953895,0.935103674570773,0.941562847013156,572321.839074173,572321.839074173,572321.839074173,564398.43392568,580470.88004063,6,6,6,6,6
894,0.938617989816248,0.938617989816248,0.938617989816248,0.935361244924802,0.941810355667253,572951.477921768,572951.477921768,572951.477921768,565010.750287009,581118.586990837,6,6,6,6,6
895,0.938869682338147,0.938869682338147,0.938869682338147,0.935617863823565,0.942056900794324,573581.092024271,573581.092024271,573581.092024271,565623.023933558,581766.288777358,6,6,6,6,6
896,0.939120420282207,0.939120420282207,0.939120420282207,0.935873534365279,0.94230248565423,574210.681383142,574210.681383142,574210.681383142,566235.254869797,582413.985400255,6,6,6,6,6
897,0.939370206818156,0.939370206818156,0.939370206818156,0.936128259640584,0.942547113498722,574840.245999839,574840.245999839,574840.245999839,566847.443100195,583061.67685959,6,6,6,6,6
898,0.939619045107892,0.939619045107892,0.939619045107892,0.936382042732548,0.942790787571443,575469.78587582,575469.78587582,575469.78587582,567459.58862922,583709.363155424,6,6,6,6,6
899,0.939866938305488,0.939866938305488,0.939866938305488,0.936634886716669,0.943033511107934,576099.301012545,576099.301012545,576099.301012545,568071.69146134,584357.044287819,6,6,6,6,6
900,0.940113889557189,0.940113889557189,0.940113889557189,0.936886794660879,0.943275287335631,576728.79141147,576728.79141147,576728.79141147,568683.751601022,585004.720256837,6,6,6,6,6
901,0.940359902001417,0.940359902001417,0.940359902001417,0.937137769625543,0.943516119473869,577358.257074055,577358.257074055,577358.257074055,569295.769052733,585652.391062539,6,6,6,6,6
902,0.940604978768774,0.940604978768774,0.940604978768774,0.937387814663462,0.943756010733884,577987.698001757,577987.698001757,577987.698001757,569907.743820937,586300.056704987,6,6,6,6,6
903,0.940849122982043,0.940849122982043,0.940849122982043,0.93763693281988,0.943994964318814,578617.114196034,578617.114196034,578617.114196034,570519.6759101,586947.717184243,6,6,6,6,6
904,0.941092337756192,0.941092337756192,0.941092337756192,0.937885127132484,0.944232983423704,579246.505658344,579246.505658344,579246.505658344,571131.565324686,587595.372500369,6,6,6,6,6
905,0.941334626198374,0.941334626198374,0.941334626198374,0.938132400631406,0.944470071235503,579875.872390145,579875.872390145,579875.872390145,571743.412069161,588243.022653427,6,6,6,6,6
906,0.941575991407934,0.941575991407934,0.941575991407934,0.938378756339227,0.944706230933072,580505.214392894,580505.214392894,580505.214392894,572355.216147986,588890.667643478,6,6,6,6,6
907,0.941816436476407,0.941816436476407,0.941816436476407,0.938624197270982,0.944941465687186,581134.531668049,581134.531668049,581134.531668049,572966.977565624,589538.307470584,6,6,6,6,6
908,0.942055964487526,0.942055964487526,0.942055964487526,0.938868726434162,0.945175778660533,581763.824217066,581763.824217066,581763.824217066,573578.696326537,590185.942134806,6,6,6,6,6
909,0.942294578517224,0.942294578517224,0.942294578517224,0.939112346828717,0.945409173007722,582393.092041404,582393.092041404,582393.092041404,574190.372435187,590833.571636207,6,6,6,6,6
910,0.942532281633634,0.942532281633634,0.942532281633634,0.93935506144706,0.945641651875282,583022.33514252,583022.33514252,583022.33514252,574802.005896035,591481.195974848,6,6,6,6,6
911,0.942769076897096,0.942769076897096,0.942769076897096,0.939596873274073,0.945873218401668,583651.553521869,583651.553521869,583651.553521869,575413.59671354,592128.815150791,6,6,6,6,6
912,0.943004967360161,0.943004967360161,0.943004967360161,0.939837785287108,0.946103875717262,584280.74718091,584280.74718091,584280.74718091,576025.144892161,592776.429164098,6,6,6,6,6
913,0.943239956067592,0.943239956067592,0.943239956067592,0.940077800455992,0.946333626944381,584909.916121099,584909.916121099,584909.916121099,576636.65043636,593424.03801483,6,6,6,6,6
914,0.943474046056372,0.943474046056372,0.943474046056372,0.940316921743031,0.946562475197275,585539.060343893,585539.060343893,585539.060343893,577248.113350592,594071.641703048,6,6,6,6,6
915,0.943707240355703,0.943707240355703,0.943707240355703,0.940555152103016,0.946790423582136,586168.179850747,586168.179850747,586168.179850747,577859.533639316,594719.240228817,6,6,6,6,6
916,0.943939541987013,0.943939541987013,0.943939541987013,0.940792494483224,0.947017475197096,586797.27464312,586797.27464312,586797.27464312,578470.911306989,595366.833592195,6,6,6,6,6
917,0.944170953963963,0.944170953963963,0.944170953963963,0.941028951823426,0.94724363313224,587426.344722466,587426.344722466,587426.344722466,579082.246358067,596014.421793246,6,6,6,6,6
918,0.944401479292446,0.944401479292446,0.944401479292446,0.941264527055889,0.947468900469599,588055.390090242,588055.390090242,588055.390090242,579693.538797006,596662.00483203,6,6,6,6,6
919,0.944631120970593,0.944631120970593,0.944631120970593,0.941499223105385,0.947693280283166,588684.410747905,588684.410747905,588684.410747905,580304.788628262,597309.582708611,6,6,6,6,6
920,0.944859881988782,0.944859881988782,0.944859881988782,0.941733042889187,0.94791677563889,589313.406696909,589313.406696909,589313.406696909,580915.995856288,597957.155423049,6,6,6,6,6
921,0.945087765329639,0.945087765329639,0.945087765329639,0.941965989317085,0.948139389594689,589942.377938712,589942.377938712,589942.377938712,581527.160485539,598604.722975405,6,6,6,6,6
922,0.94531477396804,0.94531477396804,0.94531477396804,0.942198065291383,0.94836112520045,590571.324474768,590571.324474768,590571.324474768,582138.282520468,599252.285365743,6,6,6,6,6
923,0.945540910871124,0.945540910871124,0.945540910871124,0.942429273706908,0.948581985498034,591200.246306534,591200.246306534,591200.246306534,582749.361965528,599899.842594124,6,6,6,6,6
924,0.945766178998292,0.945766178998292,0.945766178998292,0.942659617451014,0.948801973521285,591829.143435465,591829.143435465,591829.143435465,583360.398825171,600547.394660609,6,6,6,6,6
925,0.945990581301213,0.945990581301213,0.945990581301213,0.942889099403587,0.949021092296029,592458.015863015,592458.015863015,592458.015863015,583971.393103847,601194.94156526,6,6,6,6,6
926,0.946214120723831,0.946214120723831,0.946214120723831,0.943117722437051,0.949239344840086,593086.863590642,593086.863590642,593086.863590642,584582.344806009,601842.483308139,6,6,6,6,6
927,0.94643680020237,0.94643680020237,0.94643680020237,0.943345489416376,0.949456734163268,593715.686619798,593715.686619798,593715.686619798,585193.253936105,602490.019889307,6,6,6,6,6
928,0.94665862266534,0.94665862266534,0.94665862266534,0.943572403199079,0.949673263267391,594344.484951941,594344.484951941,594344.484951941,585804.120498587,603137.551308826,6,6,6,6,6
929,0.946879591033542,0.946879591033542,0.946879591033542,0.943798466635233,0.94988893514628,594973.258588524,594973.258588524,594973.258588524,586414.944497902,603785.077566759,6,6,6,6,6
930,0.947099708220072,0.947099708220072,0.947099708220072,0.944023682567473,0.950103752785768,595602.007531003,595602.007531003,595602.007531003,587025.7259385,604432.598663166,6,6,6,6,6
931,0.947318977130332,0.947318977130332,0.947318977130332,0.944248053831,0.950317719163711,596230.731780832,596230.731780832,596230.731780832,587636.464824826,605080.11459811,6,6,6,6,6
932,0.947537400662031,0.947537400662031,0.947537400662031,0.944471583253589,0.950530837249986,596859.431339466,596859.431339466,596859.431339466,588247.161161331,605727.625371651,6,6,6,6,6
933,0.947754981705194,0.947754981705194,0.947754981705194,0.944694273655595,0.950743110006505,597488.106208359,597488.106208359,597488.106208359,588857.814952458,606375.130983853,6,6,6,6,6
934,0.947971723142166,0.947971723142166,0.947971723142166,0.944916127849958,0.950954540387214,598116.756388965,598116.756388965,598116.756388965,589468.426202654,607022.631434775,6,6,6,6,6
935,0.948187627847621,0.948187627847621,0.948187627847621,0.945137148642211,0.951165131338103,598745.381882739,598745.381882739,598745.381882739,590078.994916365,607670.126724481,6,6,6,6,6
936,0.948402698688569,0.948402698688569,0.948402698688569,0.945357338830486,0.951374885797213,599373.982691136,599373.982691136,599373.982691136,590689.521098035,608317.616853032,6,6,6,6,6
937,0.948616938524356,0.948616938524356,0.948616938524356,0.945576701205519,0.951583806694638,600002.558815608,600002.558815608,600002.558815608,591300.004752108,608965.10182049,6,6,6,6,6
938,0.94883035020668,0.94883035020668,0.94883035020668,0.94579523855066,0.95179189695254,600631.110257611,600631.110257611,600631.110257611,591910.445883028,609612.581626916,6,6,6,6,6
939,0.949042936579592,0.949042936579592,0.949042936579592,0.946012953641877,0.951999159485146,601259.637018597,601259.637018597,601259.637018597,592520.844495236,610260.056272372,6,6,6,6,6
940,0.949254700479502,0.949254700479502,0.949254700479502,0.946229849247764,0.952205597198763,601888.13910002,601888.13910002,601888.13910002,593131.200593177,610907.52575692,6,6,6,6,6
941,0.949465644735191,0.949465644735191,0.949465644735191,0.946445928129549,0.95241121299178,602516.616503334,602516.616503334,602516.616503334,593741.514181289,611554.990080622,6,6,6,6,6
